numero,mensagem_chat_sintetica,label_ia
8002550076,"ATENÇÃO! Suas contas serão BLOQUEADAS devido a débito de Cheque Especial. Negocie AGORA R$28.500 por R$7.125! Acesse: bit.ly/evitebloqueio ou ligue 0800-XXX-XXXX",1
8002550076,"Seu banco: Mantenha suas contas seguras! Atualize seus dados e proteja suas linhas de crédito. Saiba mais no app.",0
8002550076,"ALERTA URGENTE: Liminar judicial para BLOQUEIO IMEDIATO de suas contas CPF devido à falta de manifestação. Evite o bloqueio AGORA! Ligue 0800 255 0076.",1
8002550076,"URGENTE! Seu CPF e contas serão BLOQUEADOS por processo judicial. Último aviso para evitar a negativação. Ligue agora: 0800 255 0076",1
8002550076,"Mantenha seu CPF em dia! Receba dicas para cuidar da sua saúde financeira. Saiba mais em bit.ly/financasaudavel",0
30265,"ALERTA URGENTE: Detectamos tentativa de migração de conta não autorizada. Para evitar bloqueio permanente do acesso, confirme em: bit.ly/seucodigo ou ligue 0800 123 4567.",1
30265,URGENTE! Seu CPF será protestado judicialmente e sua conta BLOQUEADA por dívida. Evite a execução HOJE! Regularize com até 90% OFF: ligue 0800 050 0233 ou acesse bit.ly/SuaDividaPend</blockquote>,1
30265,Alerta Segurança Facebook! Tentativa de acesso não autorizado detectada. Sua conta será bloqueada em 24h. Cancele e valide em: bit.ly/facebookseguro,1
30265,"ALERTA URGENTE: Sua conta será BLOQUEADA por atividade suspeita. Para evitar a suspensão imediata, acesse e confirme seus dados: bit.ly/seguranca",1
1432243771,"ALERTA URGENTE: Conta em seu nome envolvida em investigação por lavagem de dinheiro. Para evitar BLOQUEIO BANCÁRIO e processo judicial, acesse: bit.ly/ValideCPF ou ligue 0800-777-1234 IMEDIATAMENTE.",1
1432243771,"ALERTA URGENTE: Seu CPF foi bloqueado por suspeita de lavagem de dinheiro e há um processo judicial. Para evitar prisão e desbloquear sua conta, ligue agora: 0800-721-0001 ou acesse: bit.ly/sualerta",1
1432243771,AVISO LEGAL: Seu CPF está envolvido em investigação de lavagem de dinheiro. Ação imediata é necessária para evitar bloqueio de contas. Fale com a equipe jurídica: 0800-222-3333 ou bit.ly/infolegal,1
1432243771,URGENTE: Seu CPF foi notificado por irregularidades junto à Secretaria de Seg. Pública. Evite BLOQUEIO de bens e contas. Regularize AGORA: acesse bit.ly/segpub ou ligue 0800-888-9999.,1
1432243771,Olá! Sua operadora tem novidades! Acesse [link.com/ofertas] e confira planos imperdíveis para você. Fique conectado!,0
1432243771,PF: ATENÇÃO! Seu CPF [000.000.000-00] envolvido em processo judicial. Evite BLOQUEIO de conta e bens. Acesse link para detalhes: bit.ly/resolvercaso ou ligue: 0800-XXX-XXXX,1
1432243771,"URGENTE: NOTIFICAÇÃO LEGAL sobre o uso indevido de seus dados. Para evitar bloqueio de CPF e processo judicial, acesse: bit.ly/casosjp ou ligue 0800-555-0101.",1
1432243771,ALERTA PF: Seu CPF foi BLOQUEADO por ordem judicial de apreensão de bens. Regularize em 24h para evitar medidas. Acesse: bit.ly/suanotificacao ou ligue 0800-XXX-XXXX.,1
1432243771,"ATENÇÃO: MANDADO judicial contra seu CPF foi emitido. Risco de BLOQUEIO e intimação. Para detalhes e defesa, acesse: bit.ly/seucasoagora ou ligue 0800 123 4567.",1
82988768297,EXCLUSIVO: Seu número foi selecionado para ativar 33GB + WhatsApp e ligações ILIMITADAS! Última chance. Ative AGORA: bit.ly/oferta_unica ou ligue 0800 999 8888.,1
40038095,"ALERTA: Débito de R$299,90 agendado em sua conta para 'Seguro Protege'. Não reconhece? Para CANCELAR e EVITAR BLOQUEIO de acesso, conteste AGORA: link.encurtado/seugolpe ou 0800 777 9999.",1
40038095,"URGENTE! Promoção de desconto em conta sem nome da empresa é GOLPE! Não ligue p/ 4003-8095, pode ser fraude p/ roubar seus dados. Denuncie: 0800-GOLPISTAS ou seguranca.link/golpe",1
40038095,"ALERTA: Sua conta bancária foi SUSPENSA por atividade incomum. Para regularizar e evitar o bloqueio permanente, acesse AGORA: bit.ly/acesso-seguro ou ligue 0800-700-1122.",1
40038095,"ALERTA: Desconto de R$ 502,00/mês por 6 meses aprovado em sua conta. Não reconhece? Para CANCELAR ou evitar BLOQUEIO, ligue AGORA: 0800 200 1234 ou acesse: bit.ly/bloqueio",1
40038095,"Compra aprovada: R$49,99 em Seguro. Não reconhece? Cancele AGORA: ligue 0800-700-0100",1
40038095,ALERTA! Detectamos falha crítica em seu seguro de conta. Sua conta será BLOQUEADA. Regularize imediatamente: Acesse bit.ly/seguro-atualize ou ligue 0800-999-1234.,1
40038095,ALERTA: Sua conta foi BLOQUEADA por atividade suspeita. Regularize ou perderá o acesso. Acesse: bit.ly/segurancabancaria,1
40038095,"ALERTA: Compra de R$1.299,99 aprovada em AMAZON. Se não reconhece, cancele AGORA em: bit.ly/meucontrole ou ligue 0800 222 3333.",1
4121690200,URGENTE: Notificação Hilú Advocacia. Seu CPF foi vinculado a processo judicial nº XXXXXX. Bloqueio de bens iminente. Regularize em: bit.ly/processojudicial ou ligue 0800-000-0000.,1
4121690200,Quer aproveitar oportunidades incríveis? Fique por dentro das novidades e planos que preparamos para você! Saiba mais em nosso site: bit.ly/suaoportunidade,0
4121690200,"Alerta! Compra suspeita de R$1.899,99 em seu cartão. Se não reconhece, cancele AGORA em: bit.ly/verificar-fraude",1
4121690200,Cansado de ligacoes indesejadas? Conheca o servico de bloqueio de chamadas da sua operadora. Acesse: [link.com/bloqueio],0
4121690200,"CLARO URGENTE: Sua linha será bloqueada em 24h por inconsistência cadastral. Para evitar desativação, acesse agora: bit.ly/claroseguranca ou ligue 0800-777-1234.",1
4121690200,Claro: Que tal aproveitar uma oferta exclusiva? Conheça planos e benefícios feitos para você! Acesse claro.com.br ou ligue 1052.,0
4121690200,Sua operadora informa: mantenha seus dados atualizados para receber ofertas e novidades. Agradecemos a preferência!,0
4121690200,ALERTA URGENTE: Sua conta foi BLOQUEADA por segurança devido a atividade incomum. Confirme seus dados AGORA para evitar perda: bit.ly/seguranca-app ou ligue para 0800-123-4567.,1
1634341643,ULTIMO AVISO: Seu CPF/CNPJ possui pendência judicial e será BLOQUEADO em 24h. Evite restrições: Acesse bit.ly/regularizeAGORA ou ligue 0800 777 5000.,1
98985767475,Sua operadora agradece a confiança! Mantenha-se conectado com a qualidade e segurança que você merece. Visite nosso site para novidades.,0
1129283850,Olá! Queremos te informar sobre as novidades e ofertas exclusivas da sua operadora. Acesse o app ou nosso site para saber mais! 😉,0
1129283850,"ALERTA! Compra de R$1.789,00 aprovada em seu cartão. Se não reconhece a transação, cancele agora em: bit.ly/suacompra ou ligue para 0800-777-1234.",1
1129283850,Sua operadora tem novidades! Confira nossos planos e promoções exclusivas em: [link.com/ofertas],0
1129283850,Aproveite! Sua operadora tem um plano exclusivo com mais internet e minutos para você. Ligue 0800-XXX-XXXX e saiba mais!,0
1129283850,"URGENTE: Sua conta foi BLOQUEADA devido a atividade suspeita. Para reativar e evitar cancelamento permanente, acesse agora: bit.ly/suaconta",1
1129283850,"Olá! Não perca as promoções especiais da semana. Acesse nosso site e confira as novidades: [link encurtado]. Para não receber mais, responda SAIR.",0
8002550076,"ALERTA: Sua conta será bloqueada por segurança. Para evitar o bloqueio, ligue URGENTE para 0800-123-4567. Nao ignore!",1
8002550076,"ALERTA: Compra de R$1.999,99 aprovada em Magazine Luiza. Não reconhece? Ligue 0800 777 8888 p/ cancelamento imediato ou acesse bit.ly/atendimentoX",1
8002550076,"URGENTE: Bloqueio iminente de suas contas por debito R$28.500. Regularize HOJE por R$7.000 e evite. Ligue agora: 0800-777-1234.",1
8002550076,"Banco XYZ: Seu limite de crédito foi atualizado! Acesse o app para conferir os detalhes.",0
8002550076,"ALERTA URGENTE: Liminar REQUERIDA p/ BLOQUEIO de suas contas! Falta de manifestação gerará prejuízos. Ligue AGORA para evitar: 08002550076",1
8002550076,"AVISO FINAL: CPF e contas bloqueados por falta de resposta. Evite processo judicial. Contate AGORA: 08002550076",1
8002550076,"Prezado(a) cliente, verificamos seu relato. Seus fundos estão seguros e não há bloqueio pendente. Para mais informações ou esclarecimentos, contate nosso 0800 123 4567.",0
4121690200,Voce pode ter mais! Conheca os novos planos e promocoes da sua operadora. Acesse [link] ou ligue 0800-XXX-XXXX.,0
4121690200,Claro: Aproveite as ofertas exclusivas para seu plano! Ligue *1052 ou acesse nosso app para saber mais. Mantenha-se conectado!,0
8009891234,ALERTA URGENTE: Seu CPF possui protesto em cartório. Evite BLOQUEIO judicial de bens/contas! Regularize AGORA. Detalhes: bit.ly/suapendencia ou ligue 0800-591-2345.,1
1153301259,"Notificamos uma chamada perdida em seu histórico. Para mais detalhes ou suporte, acesse nosso app.",0
1153301259,URGENTE: Seu CPF foi notificado por ação judicial devido a recente ameaça. Evite bloqueio de bens! Acesse: bit.ly/processoagora ou ligue 0800-XXX-XXXX.,1
1153301259,Porto Seguro: Olá! Registramos uma chamada perdida em nosso sistema. Em breve entraremos em contato novamente.,0
288,"URGENTE: Sua conta Meta (Facebook/Instagram) foi BLOQUEADA por violação de termos. Para evitar a desativação permanente, acesse agora: bit.ly/suporte-meta ou ligue 0800-999-0000.",1
288,ALERTA SEGURANÇA: Sua conta no Instagram/Facebook foi sinalizada por VIOLAÇÃO DE TERMOS. Risco de bloqueio PERMANENTE. Evite: regularize dados em: bit.ly/sua-conta-safe ou ligue 0800-000-5000.,1
30092261581,"URGENTE: Pagamento irregular detectado em sua conta. Seu acesso foi bloqueado. Para regularizar e verificar, acesse agora: https://bit.ly/meuacesso ou ligue 0800 555 1234.",1
30092261581,URGENTE: Sua conta pode ser bloqueada! Há um processo judicial em análise. Evite a paralisação: acesse bit.ly/meucaso ou ligue 0800-500-1234. #Aviso,1
1131547380,Telmex do Brasil informa: Temos uma proposta especial para você. Fale conosco pelo 0800 777 1234 e saiba mais.,0
11940044828,"ITAU: Compra suspeita de R$1.890,00 em AMERICANAS. Se nao reconhece, conteste e evite a cobrança em: bit.ly/itau-seguranca ou ligue 0800 200 1000.",1
11940044828,"ITAU: Compra de R$989,90 na MAGAZINE LUIZA. Se não reconhece, sua conta será bloqueada. Conteste em: [link.encurtado/itau] ou ligue para 0800-721-XXXX.",1
11940044828,Itaú Alerta: Sua conta Personalite será bloqueada por pendência de segurança. Evite a suspensão definitiva: acesse agora https://bit.ly/ItaUrgente ou ligue 0800-500-1234.,1
11940044828,"Itaú Personalité: Compra aprovada de R$1.899,99 em sua conta. Se não reconhece, cancele AGORA para evitar bloqueio total em: itaun.link/ativar ou ligue 0800 777 4321.",1
11940044828,"URGENTE ITAU: Compra de R$1299,90 na MAGAZINE LUIZA. Não reconhece? Sua conta pode ser bloqueada. Cancele e regularize AGORA: bit.ly/segurancaitau ou ligue 0800 200 1234.",1
11940044828,"ITAU: Compra de R$2.499,50 aprovada em AMAZON. Não reconhece esta transação? Para cancelar, ligue agora para 0800 200 1234 ou acesse: bit.ly/itau-seguro",1
1634341643,"Ameaça por telefone Spam de robocalls automatizados.,URGENTE: Você possui um processo judicial pendente. Evite bloqueio de bens. Detalhes em: [link.encurtado/judicial] ou ligue 0800-555-1234.",1
98985767475,Olá! Acompanhe as novidades e ofertas exclusivas da sua operadora. Acesse já: [site.com/ofertas],0
1129283850,"Olá! Tentamos entrar em contato para apresentar nossas ofertas. Em breve, faremos uma nova tentativa ou ligue 0800 XXX-XXXX para saber mais!",0
1129283850,"ALERTA: Transação suspeita de R$1.899,99 em sua conta. Se não reconhece, bloqueie AGORA em: bit.ly/bloqueiosg ou ligue para 0800-777-1234.",1
1129283850,"Sua operadora agradece a preferência! Em breve, novidades e ofertas exclusivas podem chegar até você. Consulte nosso site.",0
1129283850,Olá! Sua operadora tem novidades para você. Acesse nosso site e confira ofertas exclusivas de internet e telefonia. Aproveite!,0
1129283850,ALERTA: Compra de R$1.899 aprovada em seu cartao. Nao reconhece? Sua conta sera bloqueada! Verifique agora: encurta.me/seguranca ou ligue 0800 777 8899.,1
1129283850,Sua operadora tem novidades! Confira as ofertas e serviços exclusivos para você. Saiba mais em: [link],0
8002550076,"URGENTE: Sua conta será BLOQUEADA por segurança! Identificamos atividades suspeitas. Para evitar o bloqueio imediato, ligue AGORA para 0800 123 4567.",1
8002550076,"Compra de R$1.750,00 aprovada em seu cartao. Nao reconhece? Ligue AGORA 0800 777 8888 ou acesse: bit.ly/contato-urgente",1
8002550076,ALERTA! Suas contas serão bloqueadas por pendência de cheque especial (R$28.500). Negocie HOJE por R$7.000 e evite o bloqueio judicial. Acesse: bit.ly/eviteBloqueio ou ligue 0800 700 1234.,1
8002550076,Mantenha suas contas e linhas de crédito sempre em dia. Acesse nosso aplicativo para mais informações.,0
8002550076,ALERTA: Liminar para BLOQUEIO de suas contas foi requerida por falta de manifestação. Ligue URGENTE para evitar o bloqueio: 08002550076,1
8002550076,"Sem resposta ao aviso anterior, seu CPF será NEGATIVADO e contas BLOQUEADAS. Para evitar processo judicial, ligue 0800-XXX-XXXX ou acesse: bit.ly/resolver",1
8002550076,Sua conta PF está em dia! Confira as novidades do seu plano e os benefícios exclusivos para você. Acesse nosso app.,0
8002550076,de golpe Recebi mensagem dizendo: MEU NOME Requerido autorizacao para bloqueio de todas as contas correntes vinculadas ao cpf CPF devido a falta de manifestacao. Ligue urgente08002550076.Ocorre que não tenho nenhuma dívida bancária atrasada e não recebi nenhum contato para . Susteita de tentativa de Golpe.,ALERTA URGENTE: Bloqueio de TODAS as suas contas pendente. FALTA DE MANIFESTAÇÃO. Ligue AGORA 0800 255 0076 e evite o bloqueio imediato!,1
8002550076,como Tentativa de golpe Recebi SMS SILVANA Requerido autorização para bloqueio de todas as contas correntes vinculadas ao cpf 161 devido a falta de manifestação. Ligue urgente 08002550076 é golpe eu não tenho nenhuma pendência bancária detalhe banco Real não existe a anos e estão cobrando mais de 21mil por quebra de contrato,URGENTE: Bloqueio de contas pendente! Dívida de R$21.000 por quebra de contrato não regularizada. Evite medidas judiciais. Ligue AGORA: 08002550076,1
252,"ALERTA JUDICIAL: Seu CPF foi notificado em processo legal. Evite BLOQUEIO IMEDIATO de suas contas. Acesse agora e regularize: bit.ly/atualizacaoCPF",1
8004440700,URGENTE: Bloqueio de CPF/MEI por irregularidade! Contate 08004440700 até as 17h para regularizar e evitar medidas judiciais. Protocolo: 789123,1
8004440700,URGENTE: Seu MEI possui protesto ativo! Evite bloqueio de CNPJ e bens. Acesse já para regularizar: bit.ly/mei-protesto ou ligue 0800-777-1234.,1
8004440700,"URGENTE: Protesto de CPF/MEI e ajuizamento de bens/contas. Evite bloqueio imediato! Acesse bit.ly/caso3DOC ou ligue 0800 591 5583. Protocolo: 3DOC-202654668. Resolva até 17h.,1
8004440700,"URGENTE: Protesto em cartório identificado em seu CPF/MEI por pendência de bens/contas. Evite bloqueio judicial! Solucione até 17h. Ligue: 08004440700 ou 08005915583,1
8004440700,"URGENTE: Seu MEI possui pendências fiscais elevadas. Evite bloqueio de CNPJ e processo judicial. Regularize em 24h: bit.ly/regularize-mei ou 0800-555-0000.,1
8004440700,"ALERTA MEI: Seu CNPJ pode ser BLOQUEADO por pendências. Evite cancelamento e multas. Regularize AGORA em: bit.ly/regularizeMEI ou ligue 0800 123 4567.,1
8004440700,"ALERTA: Compra aprovada de R$1.500,00 em AMAZON. Se não reconhece, cancele em: bit.ly/cancelarcompra ou ligue 0800-200-XXXX.",1
8004440700,"AVISO IMPORTANTE: Sua conta será BLOQUEADA por segurança. Para evitar, acesse AGORA: bit.ly/ativar-conta ou ligue 0800 282 5000.",1
30265,"Sua remessa [cód] foi barrada na alfândega! Pagamento pendente p/ liberação. Evite bloqueio da entrega. Regularize AGORA em: bit.ly/pagamento_alfandega ou 0800 282 8888.,1
30265,"Detectamos atividade incomum em sua conta. Para evitar o bloqueio, digite o CODIGO SMS recebido em: bit.ly/segurancaja",1
30265,"URGENTE: Identificamos atividade suspeita em sua conta WhatsApp. Sua conta pode ter sido clonada. Para regularizar e evitar o bloqueio permanente, acesse agora: bit.ly/verificar-wapp",1
30265,"PARABÉNS! Seu CPF foi sorteado no prêmio EXCLUSIVO de R$10.000. Resgate AGORA em: bit.ly/premiofacil,1
"8002550076","Prezado(a), autorização p/ bloqueio de suas contas vinculadas ao CPF solicitada por falta de manifestação. Ligue urgente: 08002550076",1
"8002550076","SILVANA: Autorização para bloqueio de contas correntes vinculadas ao CPF *161 solicitada por falta de manifestação. Ligue urgente 08002550076.",1
"252","URGENTE: Intimação Judicial pendente. Acesse o documento para evitar processo: [link malicioso]",1
"8002550076","ATENCAO: Bloqueio de todas as contas vinculadas ao seu CPF solicitado por falta de manifestacao. Ligue urgente para evitar o bloqueio total: 08002550076",1
"30265","URGENTE: Detectamos uma solicitacao de migracao de conta nao autorizada. Se nao reconhece, acesse [LINK] para cancelar e evitar bloqueio. Ou ligue 0800-XXX-XXXX.",1
"30265","ATENÇÃO: Protesto de CPF IMINENTE! Seu débito pode gerar bloqueio de bens. Regularize HOJE c/ desconto: Ligue 0800.222.3344",1
"30265","ALERTA: Detectamos tentativa de alteracao de senha em sua conta. Se nao foi voce, acesse agora para cancelar: [link_malicioso]",1
"30265","COMPRA APROVADA: R$899,99 em Loja Online. Se nao reconhece, cancele agora: [link] ou ligue 0800-XXX-XXXX.",1
"1432243771","Alerta de Segurança: Detectamos a abertura de conta não autorizada em seu CPF. Para regularizar, acesse agora: [linkfalso.com/verificar] ou ligue 0800-XXX-XXXX.",1
"1432243771","ALERTA: Sua conta foi bloqueada por seguranca. Identificamos atividade suspeita. Para reativar, acesse [linkseguro.net/validacao] ou ligue 0800-XXX-XXXX.",1
"1432243771","ATENÇÃO: Detectamos atividade suspeita em sua conta. Para evitar bloqueio, confirme seus dados em: [link-urgente.com] ou ligue para 0800-XXX-XXXX.",1
"1432243771","Alerta Urgente: Seu CPF/CNPJ possui pendencia judicial grave. Para evitar bloqueio de bens, acesse agora: [link-malicioso.com]",1
"1432243771","Prezado cliente, tentamos contato para assunto de seu interesse. Para mais informações, pedimos que o titular da linha ligue 0800-XXX-XXXX.",0
"1432243771","ALERTA PF: Dados pessoais comprometidos. Regularize pendências e evite bloqueio de CPF/contas. Acesse: [link_malicioso.com/seguranca] ou ligue 0800-XXX-XXXX.",1
"1432243771","ALERTA: Seu CPF/dados foram vinculados a uso indevido em Brasília. Compareça a 59DP URGENTE ou ligue 0800-059-0059 para evitar bloqueio. Detalhes: [link.judicial.info.com]",1
"1432243771","URGENTE: Compra no valor de R$1.999,90 aprovada em seu cartao. Se nao reconhece, ligue 0800 123 4567 imediatamente para contestar.",1
"1432243771","Alerta de Seguranca: Seu CPF foi utilizado em transação suspeita. Para evitar bloqueio da conta, acesse AGORA: bit.ly/verificarConta ou ligue 0800-123-4567.",1
"82988768297","Seu celular merece mais! Ative 33GB com WhatsApp e ligações ilimitadas AGORA: bit.ly/ativarplano",1
"40038095","AVISO: Débito de seguro no valor de R$89,90 agendado para sua conta. Se não reconhece, ligue *agora* para 0800-200-XXXX e cancele.",1
